artist_id,artist_name,month,royalties_usd,spotify_streams,instagram_followers,twitter_followers,track_release_date
A00034,Kelly Warner,2025-08,3566.59,257894,85788,19603,2023-10-09
A00333,Paul Garcia,2025-08,3975.71,84945,455975,99543,2023-04-29
A00345,Melissa Decker,2025-08,9568.64,793857,337339,144487,2023-09-12
A00306,Barbara Jones,2025-08,8308.04,950722,186579,156559,2023-09-23
A00097,Shannon Stanley,2025-08,1808.74,564569,226629,91513,2024-09-10
A00062,Danielle Williams,2025-08,10625.7,69730,202916,57990,2024-11-08
A00260,Taylor Gonzales DVM,2025-08,11053.98,241352,397377,155412,2025-07-31
A00417,James Welch,2025-08,3595.7,706499,172451,142816,2024-02-15
A00202,Dana Mclaughlin,2025-08,603.06,750023,81865,193373,2024-04-30
A00111,Ronald Walls,2025-08,1619.78,908192,27335,49523,2023-12-27
A00169,Brenda Burke,2025-08,13876.69,426159,475951,127951,2023-08-12
A00405,Margaret Thompson,2025-08,14587.86,514492,271817,171823,2024-04-03
A00098,Laura Cochran,2025-08,8199.36,812572,224683,14375,2023-05-16
A00475,Patricia Harris,2025-08,5610.45,73626,232531,119945,2022-12-21
A00306,Diane Smith,2025-08,2731.57,871926,491015,187649,2024-12-01
A00464,Jacob Weber,2025-08,11350.73,420677,202291,39704,2024-07-10
A00316,Jennifer Taylor,2025-08,6248.25,974912,216812,146086,2025-03-18
A00227,Erika Kelley,2025-08,9692.47,407178,340908,16525,2024-01-31
A00041,Candice Stephens,2025-08,16040.99,514114,444624,197852,2023-06-28
A00092,Rachel Moore,2025-08,16063.67,665405,446749,104694,2022-08-20
A00436,Amanda Lang,2025-08,12667.96,851542,83306,140457,2024-08-10
A00397,Debra Santos,2025-08,14730.9,177762,482442,105785,2024-03-22
A00139,Jessica Carlson,2025-08,1392.49,267750,359284,121581,2025-06-19
A00021,Barbara Johnson,2025-08,17675.3,608523,421341,151552,2023-04-10
A00198,Rhonda Parker,2025-08,16653.12,898762,491035,11616,2024-06-16
A00485,Tricia Chapman,2025-08,6295.13,121206,488925,133052,2022-09-04
A00195,Jennifer Gray,2025-08,15878.58,202860,109624,80547,2024-01-03
A00158,Christopher Cole,2025-08,16274.36,22233,355750,84778,2024-10-26
A00064,Maria Smith,2025-08,19771.45,777543,31643,25056,2024-01-18
A00178,Jill Rose MD,2025-08,19570.55,37098,464999,67449,2023-08-11
A00184,Cheryl Haas,2025-08,3799.34,885989,149381,190560,2024-02-18
A00375,Brooke Garcia,2025-08,17742.77,505088,91888,104019,2023-10-28
A00211,Lauren Payne,2025-08,7444.59,451868,423474,122659,2024-02-11
A00351,Noah Jimenez,2025-08,5666.77,852996,18724,64205,2023-06-27
A00389,Jared Greene,2025-08,17058.44,76020,436146,136514,2023-05-18
A00114,Tom Moore,2025-08,4015.0,255695,333331,179658,2024-01-29
A00245,Katherine Garcia,2025-08,15973.59,358919,381104,121286,2024-07-18
A00046,Carmen Morton,2025-08,15734.61,251831,302836,195386,2023-06-12
A00213,Karen Smith,2025-08,16873.43,287103,354140,193975,2025-06-15
A00052,Cory Smith,2025-08,7432.82,848000,91994,98350,2023-04-14
A00496,Amanda Cunningham,2025-08,4986.41,933572,267809,182786,2023-03-20
A00132,Debra Cooper,2025-08,2845.68,377922,256727,173128,2024-05-17
A00307,Vanessa Hays,2025-08,14889.3,146498,410081,2703,2022-11-01
A00135,Christina Brooks,2025-08,10996.71,934130,264649,760,2022-10-22
A00001,Gregory Peters,2025-08,7955.51,36693,331686,58818,2024-07-23
A00234,Bill Hubbard,2025-08,8171.23,239203,49506,91914,2024-07-13
A00341,Sean Nelson,2025-08,19818.75,548022,84750,86030,2025-06-11
A00169,Tonya Warner,2025-08,231.02,264693,498622,53504,2023-01-24
A00283,Gloria Ryan,2025-08,633.94,33346,151960,97466,2025-06-04
A00452,Kenneth Martin,2025-08,17349.93,635992,373270,57620,2025-02-07
A00345,Amanda Thomas,2025-08,16619.93,309676,105313,52707,2024-09-14
A00333,Todd Hines,2025-08,15233.51,666127,84229,174991,2023-12-01
A00209,Monique Berry,2025-08,10697.25,324630,390330,36973,2024-08-30
A00297,Aaron White,2025-08,16880.11,954918,360726,19657,2023-10-16
A00309,Kristen Martin,2025-08,14296.31,521780,78644,52463,2023-07-26
A00263,Brooke Parsons,2025-08,17755.39,165112,257636,93369,2022-10-20
A00034,Melissa Luna,2025-08,19759.79,897380,279958,89110,2022-08-17
A00351,Alexandra French,2025-08,15409.63,893909,202418,31525,2024-03-26
A00476,Cory Livingston,2025-08,3833.71,655730,326493,108609,2023-05-17
A00121,Nicole Elliott,2025-08,4635.87,989062,438659,64743,2022-08-15
A00162,Jason Bell,2025-08,3362.19,932250,11104,138502,2023-09-28
A00063,Benjamin Campbell,2025-08,3877.76,144036,276814,91152,2025-04-18
A00480,Brian Acevedo,2025-08,6163.8,579137,440691,154585,2023-10-15
A00339,Gerald Logan,2025-08,15341.13,580649,398540,2528,2024-05-21
A00031,Samantha Rojas,2025-08,4536.64,859795,345650,187964,2022-10-08
A00384,Andrew Johnson,2025-08,1731.4,223924,363746,71819,2024-06-28
A00176,Lauren Bird,2025-08,7199.1,165534,124878,162515,2023-04-02
A00146,Sarah Collins MD,2025-08,1748.27,861410,116297,151373,2024-08-25
A00279,Steven Salinas,2025-08,15961.3,467607,384447,168052,2025-07-03
A00450,Justin Parsons,2025-08,10008.03,709570,463458,48074,2024-10-10
A00337,Brandon Kline,2025-08,3860.73,93589,443346,20669,2023-10-09
A00134,Amy Webb,2025-08,14108.12,122304,430941,121331,2025-05-07
A00239,Samuel Bishop,2025-08,13189.88,787842,148939,59549,2023-09-06
A00301,Brian Hudson II,2025-08,4815.3,548324,432020,160827,2023-12-10
A00005,Amy Humphrey,2025-08,5466.22,737412,412478,193880,2024-12-24
A00382,Michele Williams,2025-08,13368.27,79141,454807,8323,2025-04-17
A00365,Jason Salazar,2025-08,8391.75,525789,470416,105743,2023-01-30
A00376,Christian Cooley,2025-08,13915.26,873521,222562,109718,2024-09-08
A00030,Megan Cole,2025-08,2785.7,542248,170272,71753,2023-08-12
A00184,Carolyn Mendez,2025-08,2631.26,445401,398804,50970,2023-09-05
A00016,Angela Lambert,2025-08,275.29,504241,206268,152361,2022-12-24
A00070,Mr. Ruben Guerrero,2025-08,19914.92,808754,22299,101615,2023-09-01
A00480,David Adams,2025-08,6604.18,540504,47153,199591,2023-12-11
A00292,Joshua Johnson,2025-08,2166.2,70228,381003,98114,2024-10-06
A00220,Jennifer Cole,2025-08,3763.02,236533,312591,85123,2023-08-04
A00418,Lee Stone,2025-08,7816.15,150391,300149,57909,2023-10-08
A00172,Melissa Castro,2025-08,1398.71,427243,208152,77916,2024-07-31
A00108,Angela House,2025-08,17855.45,664716,320598,23081,2023-05-01
A00330,Yesenia Evans,2025-08,624.45,744993,13867,54036,2022-11-04
A00092,Michael Snyder,2025-08,15783.95,694555,446823,68596,2024-12-02
A00220,Amy Noble,2025-08,624.99,14156,274785,140114,2024-12-03
A00301,Erika Kelly,2025-08,16626.97,191245,235918,1430,2022-10-28
A00332,Donald Miller,2025-08,4716.36,469561,20846,198283,2023-12-29
A00304,Glenn Adams,2025-08,7707.65,915692,421108,161604,2024-04-25
A00132,Tammy Anderson PhD,2025-08,3692.63,834944,125003,64671,2023-12-14
A00408,Jared Russell,2025-08,157.7,106361,441525,238,2023-12-30
A00235,Brandon Holmes,2025-08,8507.61,193412,103418,167352,2023-04-24
A00081,Carla Bishop,2025-08,14840.97,485006,172818,184879,2024-10-02
A00099,Robin Beck,2025-08,3904.37,86521,264955,117444,2022-11-01
A00284,Kimberly Chase,2025-08,3161.8,876985,469768,171338,2024-10-10
A00270,Lori Terrell,2025-08,9122.41,631144,346118,165940,2023-09-09
A00386,Mark Alexander,2025-08,16685.89,822618,448433,102171,2024-05-07
A00462,Brett Calderon,2025-08,6431.42,816663,104976,91397,2024-10-13
A00407,Steven Foster,2025-08,18634.43,734978,427362,130099,2023-02-02
A00371,Beverly Scott,2025-08,15306.61,585833,378136,153492,2024-01-17
A00387,Tracey Chapman,2025-08,554.18,469324,420222,98571,2022-12-06
A00031,Kimberly Kidd,2025-08,3701.95,662444,144251,17154,2024-06-09
A00380,Jennifer Ferguson,2025-08,17269.65,566397,70238,69240,2022-10-10
A00290,Jason Roth,2025-08,2691.43,133339,390827,132954,2023-09-04
A00027,Judy Martinez,2025-08,7057.34,753598,497284,192790,2023-03-03
A00426,Daniel Smith,2025-08,797.69,449532,290744,44251,2024-12-18
A00253,Kevin Howard,2025-08,12182.17,701893,330942,31930,2025-03-31
A00297,Anthony Torres,2025-08,10199.25,538472,306276,185660,2023-09-30
A00391,Paul Davis,2025-08,9444.2,838022,178595,157171,2022-10-22
A00173,Casey Glover,2025-08,19089.96,354415,205823,75506,2023-05-10
A00260,Dawn Castaneda,2025-08,11416.96,111747,232945,161598,2024-01-20
A00480,Rachel Crawford,2025-08,0.96,930856,375025,97080,2024-11-04
A00326,Robert Gray,2025-08,7416.24,466071,266043,189092,2023-05-03
A00200,Margaret Werner,2025-08,15493.67,450541,30060,141399,2023-01-10
A00286,Audrey Woods,2025-08,11445.01,156055,425071,138281,2025-02-09
A00145,Kristine Smith,2025-08,9970.51,826079,22436,116886,2024-10-15
A00498,Sarah Freeman,2025-08,13755.07,63982,126501,158708,2023-02-20
A00234,James Ward,2025-08,7220.56,251457,391205,178243,2024-11-30
A00244,Christopher Miller,2025-08,15285.25,414796,399872,27490,2024-12-17
A00035,Heather Sullivan,2025-08,1146.12,586618,410006,83391,2023-05-31
A00232,Lee Nash,2025-08,11676.98,172041,472630,9647,2023-10-30
A00432,Austin Anderson,2025-08,9488.57,881639,113923,73718,2024-06-18
A00320,Christy Douglas,2025-08,13449.4,64868,92757,172877,2023-04-01
A00466,Gary Duke,2025-08,3636.09,618848,223909,37985,2023-12-12
A00161,Ryan Garrison,2025-08,13100.76,830780,98010,195813,2023-08-02
A00222,Carolyn Kline,2025-08,4140.0,829052,225411,136510,2023-08-26
A00464,Daniel Chambers,2025-08,19173.41,355116,173934,12067,2024-05-31
A00278,Mark Bridges,2025-08,1768.49,765799,427412,131040,2022-10-23
A00499,Larry Ross,2025-08,19662.48,798628,449865,194354,2023-04-09
A00335,Kyle Medina,2025-08,6879.58,509635,160061,17759,2024-10-15
A00416,Kayla Robertson,2025-08,9882.52,403814,111403,106378,2023-09-28
A00315,Sarah Wagner,2025-08,6713.02,537110,169359,133379,2025-07-06
A00043,Hannah Harris,2025-08,325.88,3785,444130,91119,2022-11-02
A00242,Jordan Newton,2025-08,7880.79,85136,395557,82804,2024-07-28
A00076,Christopher Walker,2025-08,4167.19,602859,62953,180415,2023-03-03
A00051,Eric Ross,2025-08,10825.76,415802,42413,71663,2025-05-13
A00497,Debbie Cox,2025-08,14685.68,38450,245110,133622,2022-12-31
A00283,Elizabeth Kim,2025-08,11740.31,526885,477890,106200,2023-10-04
A00348,Jennifer Torres,2025-08,18972.38,501553,415063,198765,2023-10-03
A00480,Rhonda Roth,2025-08,17192.16,725646,1575,140819,2025-06-28
A00231,Tracy Collier,2025-08,18906.23,317401,44136,27761,2023-05-23
A00060,Kenneth Garcia,2025-08,17299.57,385244,405014,118658,2025-03-22
A00096,Jennifer Hunt,2025-08,75.61,503653,77855,54647,2022-08-07
A00490,Sarah Caldwell,2025-08,2154.99,588428,297355,98645,2023-02-28
A00035,John Brown,2025-08,16311.23,890204,31871,168433,2024-02-27
A00181,Brianna Moore,2025-08,4304.51,439949,303195,104409,2025-05-04
A00458,David Thompson,2025-08,3544.68,875550,23152,146361,2025-02-26
A00075,Jeffrey Chandler,2025-08,13532.51,500361,98926,189371,2025-03-06
A00010,Adrienne Kelley,2025-08,5681.68,424167,87531,118565,2023-02-05
A00453,Lisa Cox,2025-08,6596.99,302299,352696,151953,2025-03-28
A00012,Mary Hernandez,2025-08,2641.75,584072,62227,22500,2023-03-19
A00094,Grace Brown,2025-08,7953.55,521290,313179,67546,2023-09-26
A00013,Julia Roberts,2025-08,3382.58,877910,30192,16972,2023-12-03
A00329,Spencer Huerta,2025-08,8108.77,604801,352460,142057,2024-08-10
A00331,Matthew Dickerson,2025-08,6879.55,929150,74226,87006,2025-03-18
A00288,Joshua Chambers,2025-08,12795.68,134766,494429,17075,2025-03-30
A00056,Walter Clark,2025-08,8627.6,967414,333924,135841,2024-05-02
A00012,Monica Strickland,2025-08,688.02,444285,212774,35065,2022-12-28
A00100,Katelyn Garrett,2025-08,10700.41,206919,78943,96452,2024-04-25
A00058,Brenda Vasquez,2025-08,3665.22,562684,328490,196030,2023-07-03
A00175,Michelle Ramos,2025-08,15048.66,721991,496570,45463,2024-02-13
A00218,Stephanie Woods,2025-08,16257.95,607528,4281,149823,2023-09-09
A00416,Crystal Livingston,2025-08,7846.04,965890,373956,80910,2022-12-29
A00347,Angela Nichols,2025-08,1665.21,318282,396339,194192,2025-01-07
A00183,Linda Hall,2025-08,7946.7,759397,196650,36660,2024-04-25
A00393,Samuel Jackson,2025-08,17063.32,223292,385531,116827,2024-05-16
A00093,Jessica Williams,2025-08,7375.2,691458,289130,198247,2024-09-23
A00232,Stephanie Black,2025-08,1580.66,413458,43741,15389,2023-06-21
A00065,Tanya Mccall,2025-08,8200.7,361335,416425,119745,2023-01-29
A00351,Stephanie Kramer,2025-08,18861.88,450,450374,54480,2025-03-15
A00148,Kevin Mcbride,2025-08,13859.29,194854,302117,56449,2024-07-19
A00400,Pamela Hernandez,2025-08,7429.69,785875,104301,181337,2024-10-22
A00026,Scott Harris,2025-08,3650.04,549476,356459,61524,2024-11-09
A00495,Gabrielle Norman,2025-08,10332.46,125298,93991,97194,2025-05-24
A00062,Lori Hill,2025-08,3897.77,646162,301284,67019,2025-06-02
A00054,Angel Trujillo,2025-08,16642.11,972673,471317,127400,2025-01-04
A00037,Gabriela Summers,2025-08,17067.92,916937,94054,96449,2023-06-26
A00403,Kim Gonzales,2025-08,7164.68,575648,226219,85446,2023-02-07
A00444,Samantha Boyd,2025-08,70.66,681163,41284,87786,2023-11-05
A00153,Curtis King,2025-08,17935.93,626305,217356,152585,2024-05-11
A00327,Kimberly Johnson,2025-08,15004.98,83536,471026,108338,2023-12-13
A00475,Tracy King,2025-08,3398.17,976017,429325,89221,2025-07-04
A00026,Jessica Lee,2025-08,13030.29,870633,444613,38592,2023-08-27
A00058,Amber Whitaker,2025-08,18972.78,89728,123338,46886,2022-10-28
A00196,Mitchell Hoover,2025-08,10928.33,171883,2604,96686,2023-02-18
A00126,Christopher Sims III,2025-08,18711.06,82038,197905,124453,2024-05-26
A00401,Kayla Solis,2025-08,1689.18,729547,4759,150193,2024-03-10
A00334,Natasha Davies,2025-08,8318.53,395933,57517,65803,2025-05-14
A00493,Stephen Rios,2025-08,8780.55,655313,229059,40969,2025-07-23
A00272,Elizabeth Gallegos,2025-08,7650.04,450320,335674,119772,2025-05-18
A00253,Miss Holly Lopez MD,2025-08,1600.1,714093,384493,93187,2022-10-25
A00227,Eric Rios,2025-08,6056.83,29516,428671,57715,2024-07-10
A00043,Joel Smith,2025-08,15019.75,320746,408533,26120,2023-12-29
A00078,Anthony Cummings,2025-08,10321.5,801882,497239,28357,2025-05-21
A00071,Kayla Henry,2025-08,18078.17,737137,215098,54439,2025-01-25
A00142,Elizabeth Davis,2025-08,2677.63,979045,105207,160689,2025-04-10
A00042,Amy Sheppard,2025-08,12624.99,708442,302840,92442,2025-07-22
A00114,William Wilkinson,2025-08,19313.39,506099,191036,55365,2024-01-03
A00087,Jose Marshall,2025-08,19000.99,617622,307427,112165,2024-09-03
A00035,Megan Martin,2025-08,9885.99,166254,271394,184459,2024-11-17
A00102,Hannah Evans,2025-08,10080.91,757274,288891,24766,2023-11-20
A00486,Ruben Stout,2025-08,1420.11,206519,56078,40770,2023-04-09
A00151,Laura Smith,2025-08,15527.17,182602,97958,146646,2024-08-09
A00134,Brian Chan,2025-08,19276.66,976004,211742,142453,2024-08-29
A00091,Lauren Rivera,2025-08,7865.77,623431,8701,147786,2024-05-16
A00353,Ashley Rice,2025-08,15665.78,269762,166653,60854,2024-06-10
A00117,Mrs. Elizabeth Buck,2025-08,17018.67,445768,467650,195876,2023-07-21
A00244,Kathy Coleman,2025-08,2245.39,375205,61983,165574,2022-11-01
A00262,Taylor Bernard,2025-08,9062.5,184591,491957,189656,2023-09-06
A00018,Allison Sims,2025-08,7139.67,975626,135594,133041,2022-10-09
A00322,David Mann,2025-08,16496.35,518373,84613,93516,2023-12-27
A00015,Brandi Mercer,2025-08,13880.54,767294,229886,51359,2023-08-21
A00391,Tiffany Hart,2025-08,2664.33,750013,450434,47921,2025-01-16
A00453,Mr. Robert Carlson,2025-08,12779.68,53083,447721,40499,2025-03-09
A00307,Whitney Massey,2025-08,14023.44,174718,456833,131466,2023-06-07
A00077,Timothy Norris,2025-08,15307.17,530337,148455,55613,2023-05-23
A00010,Becky Tate,2025-08,2896.9,283892,291638,100400,2025-05-16
A00249,Michael Garcia,2025-08,11174.62,373718,9266,120195,2024-02-03
A00151,William Edwards,2025-08,4671.83,607926,341291,196053,2023-08-19
A00109,Tracy Reyes,2025-08,2736.65,991276,64391,87824,2023-09-06
A00078,Michael Long,2025-08,3385.94,635428,31230,166360,2023-05-12
A00216,Teresa Rodriguez,2025-08,18735.95,52428,186557,6262,2023-11-09
A00025,Lisa Nunez,2025-08,12474.72,38923,70887,127039,2023-12-17
A00146,Valerie Thomas,2025-08,14225.26,504217,268037,50485,2023-09-05
A00304,Dana Burgess,2025-08,10401.05,772586,449193,130731,2023-03-04
A00204,Amanda Price,2025-08,7929.07,632313,151905,182203,2023-01-14
A00328,Carlos Diaz,2025-08,1384.1,786560,385172,46792,2024-09-02
A00227,Hannah Butler,2025-08,4379.7,659220,175580,150123,2023-01-03
A00195,Matthew Williams,2025-08,2795.12,270427,14314,148510,2022-09-13
A00483,Steven Leblanc,2025-08,8812.67,880121,307385,29575,2025-05-29
A00304,Robert Medina,2025-08,11469.45,62712,461288,163577,2022-08-08
A00496,Cynthia Lee,2025-08,2538.5,448395,251994,75389,2022-09-09
A00265,Bethany Davis,2025-08,5193.1,978082,311632,180912,2023-09-24
A00454,Anthony Baker,2025-08,9006.08,982436,183531,54624,2023-06-29
A00314,Angela Hill,2025-08,7846.22,616702,143509,156774,2023-08-27
A00134,Timothy Warner,2025-08,6487.13,712491,266018,115369,2025-03-10
A00448,Timothy Lyons,2025-08,19393.53,604256,217760,97045,2024-12-18
A00015,Zoe Leon,2025-08,3729.49,670080,155459,192833,2022-12-18
A00035,Dale Castaneda,2025-08,19456.35,163234,343864,140045,2024-06-21
A00189,Amber Thornton,2025-08,5852.84,806717,386320,27812,2025-06-04
A00499,Karen Rogers,2025-08,2354.3,971666,226412,153514,2022-12-08
A00004,Larry James,2025-08,18004.94,364395,166413,49079,2025-05-28
A00493,Michael Burke,2025-08,6865.36,902391,347162,156190,2022-10-22
A00188,Laura Kelly,2025-08,17090.09,268049,1881,48139,2023-01-07
A00132,Nancy Sanchez,2025-08,16139.62,59269,136132,105708,2024-12-25
A00003,Anthony Gonzalez,2025-08,10392.63,66349,400344,198978,2023-08-18
A00289,Theresa Graham,2025-08,18788.52,261666,449494,155133,2025-01-14
A00258,Paul Parker,2025-08,8564.04,775986,210596,113008,2025-06-21
A00105,John Hughes,2025-08,10343.47,475187,155457,103886,2023-03-26
A00257,Kelly Peters,2025-08,10565.67,329243,93481,119310,2023-10-01
A00071,Amy Rivera,2025-08,1023.49,569575,127716,139310,2025-06-13
A00174,Benjamin Coleman,2025-08,4002.0,335540,363403,148567,2024-06-29
A00163,Rachael Mills,2025-08,19451.35,607207,300459,56850,2023-10-15
A00346,Paul Tucker,2025-08,18149.75,910677,430753,41160,2024-11-19
A00172,Debra Blackwell,2025-08,454.71,710070,476006,182447,2025-04-03
A00099,Michael Wilson,2025-08,16284.82,33109,475501,191588,2025-05-22
A00104,Thomas Mitchell,2025-08,7365.18,561090,478994,160031,2024-06-10
A00259,Amy Black,2025-08,5065.52,622567,141914,144895,2022-11-06
A00055,Elizabeth Meyers,2025-08,6751.19,147510,256925,154925,2024-03-15
A00053,Christopher Hill,2025-08,8015.32,834464,412692,55686,2024-03-25
A00423,Hannah Carter,2025-08,4548.16,631222,327369,63804,2023-08-29
A00352,Laura Joseph,2025-08,7050.3,269332,3355,65157,2025-04-01
A00494,Dennis Douglas,2025-08,7222.76,417751,448968,77415,2023-12-11
A00478,James Garcia,2025-08,5417.57,355558,299970,179191,2024-07-05
A00413,Nathaniel Wilson,2025-08,291.08,967312,164474,22110,2024-06-10
A00347,Miss Emily Barrett,2025-08,11802.75,139750,362599,24503,2025-04-27
A00441,Anthony Jensen,2025-08,12832.18,830770,423413,155381,2023-07-16
A00186,Donald Mcdonald,2025-08,5204.94,440614,67060,140140,2025-05-10
A00264,John Burns,2025-08,19613.44,925129,326741,185903,2024-06-04
A00320,Jamie Mills,2025-08,15930.76,722838,497347,151412,2022-09-14
A00384,Corey Johnson,2025-08,13338.46,690852,113212,84187,2023-01-03
A00443,Mackenzie Butler,2025-08,18062.82,963094,366981,21438,2023-07-11
A00396,Nathan Brown,2025-08,5523.78,806939,389669,37117,2023-02-20
A00123,Catherine King,2025-08,1469.69,748921,195525,189179,2025-05-21
A00499,Benjamin Davis,2025-08,9828.64,526832,338474,125177,2023-01-31
A00253,Susan Nolan,2025-08,13314.55,620222,232208,17958,2023-03-20
A00252,Tammy Yoder,2025-08,5344.97,381846,259065,178684,2024-11-18
A00376,Francisco Price,2025-08,7052.9,541794,401242,32083,2025-04-17
A00438,Jeffrey Hunt,2025-08,7040.99,402685,208787,173162,2023-05-02
A00470,Carol Gonzalez,2025-08,5601.44,29428,220619,121120,2023-11-06
A00207,David Figueroa,2025-08,17996.22,708330,322406,9406,2023-11-05
A00475,Michelle Levine,2025-08,5753.95,197237,361131,146775,2024-08-09
A00096,Diane Chandler,2025-08,695.75,127468,245330,144629,2023-05-18
A00369,Jessica Tate,2025-08,4942.86,623723,475027,125336,2024-03-13
A00064,Justin Gutierrez,2025-08,15196.51,635028,29427,41418,2023-12-12
A00314,Lisa Luna,2025-08,4288.64,864472,127658,80144,2025-03-02
A00417,James Macias,2025-08,18282.46,616349,345506,47489,2024-10-08
A00323,Mark Gutierrez,2025-08,13475.13,848420,280875,165649,2023-02-22
A00432,Hannah Miller,2025-08,17419.63,553151,393811,44845,2022-09-18
A00348,Mark Robinson,2025-08,10216.55,272829,172930,38435,2025-01-08
A00174,Bradley Chavez,2025-08,18998.62,260439,128004,131722,2024-04-06
A00231,Todd Freeman,2025-08,6080.11,528432,342618,131315,2025-04-11
A00114,Emily White,2025-08,9563.26,1738,468257,5164,2025-07-21
A00260,Timothy Brown,2025-08,5643.17,562363,147859,19487,2023-08-31
A00285,Mark Gonzales,2025-08,11085.3,13873,476161,36326,2022-12-28
A00465,Riley Whitaker,2025-08,18080.28,730543,369027,85595,2024-08-26
A00436,Steven Mcintyre,2025-08,19420.19,622327,367002,38521,2024-11-28
A00351,Rodney Caldwell,2025-08,7839.25,295357,213277,137419,2022-12-28
A00036,Dennis Webb,2025-08,6498.86,114433,248969,13584,2023-11-27
A00424,Dr. Rebecca Kim,2025-08,13356.5,174116,277580,179566,2023-11-08
A00486,James Anderson,2025-08,6409.5,412392,358708,41573,2023-11-07
A00168,Ms. Jamie Lewis,2025-08,19828.7,438817,296809,145655,2025-07-25
A00121,Joel Carter,2025-08,2127.02,885006,138220,194679,2023-01-02
A00386,Dustin Hernandez,2025-08,2339.16,455901,180422,158887,2025-04-15
A00094,James Sutton,2025-08,10647.63,964210,72021,118347,2023-07-01
A00263,Linda Berry,2025-08,12027.92,771665,1778,27595,2025-01-17
A00436,Calvin Fowler,2025-08,19532.56,738880,27074,159616,2023-10-09
A00022,Christopher Hall,2025-08,9139.47,79263,35881,144446,2025-01-29
A00099,Barbara Kidd,2025-08,908.06,274401,195284,100933,2025-03-10
A00219,Kevin Randall,2025-08,15001.67,569419,389160,75937,2022-11-20
A00366,Jeffery Perez,2025-08,3886.71,582928,52775,3160,2025-04-01
A00205,David Baldwin,2025-08,726.87,109196,237197,50927,2025-03-06
A00010,Tyler Castillo,2025-08,13936.28,6689,120563,145599,2025-05-06
A00091,John Pierce,2025-08,11317.2,525539,381287,108349,2024-06-23
A00133,Robin Robinson,2025-08,3817.53,328834,369816,65840,2024-03-23
A00391,Amy Hernandez,2025-08,10044.96,212286,163936,43481,2025-05-30
A00103,David Taylor,2025-08,4448.66,94446,488699,93400,2024-08-16
A00277,Catherine Moss,2025-08,4406.77,143586,317755,168631,2024-03-14
A00134,Travis Greer,2025-08,3471.33,386836,223061,181202,2023-03-20
A00267,Terry Jacobson,2025-08,17766.42,650644,142523,171174,2023-11-06
A00075,Keith Vaughan,2025-08,11062.72,737124,187829,148250,2023-03-26
A00168,David Melendez,2025-08,12724.33,751631,175310,73970,2025-08-03
A00258,Chad Sanders,2025-08,1714.3,36610,70440,147203,2023-12-25
A00066,Monique Keller,2025-08,19614.93,730527,213749,4927,2024-04-23
A00230,Ryan Martinez,2025-08,19292.87,933331,82199,50357,2024-03-06
A00197,Jacob Ross,2025-08,16733.22,169726,242451,1347,2023-05-11
A00350,Kathryn Lopez,2025-08,12807.08,715603,68529,9943,2024-01-14
A00249,Mark Howell,2025-08,3718.84,291256,195239,102820,2023-10-16
A00289,Nathan Stewart,2025-08,16800.29,892910,14684,52734,2024-03-04
A00157,Tonya Davila,2025-08,19398.96,860691,431452,44460,2022-09-19
A00032,Austin Long,2025-08,481.78,904791,213082,29061,2023-11-06
A00048,Michael King,2025-08,17699.0,551429,246502,83041,2025-01-08
A00464,Alexandria Rogers,2025-08,9681.01,873965,401217,21706,2024-02-09
A00414,Chris Clark,2025-08,5901.98,36959,268716,184778,2025-07-16
A00175,Elizabeth Rice,2025-08,3718.56,275637,93960,108963,2024-05-07
A00135,Andrea Johnston,2025-08,16797.08,512231,414418,75864,2022-09-19
A00235,Tracy Parsons,2025-08,6686.42,363482,278310,124832,2025-05-03
A00288,Patrick Patel,2025-08,1643.62,498065,201516,178765,2024-11-02
A00116,Christine Lee,2025-08,12178.19,221829,168778,187377,2023-08-27
A00083,Amanda Melton,2025-08,5310.18,652355,5314,198418,2024-03-08
A00455,Brenda Burns,2025-08,5859.1,195879,447271,143765,2024-02-27
A00080,Catherine Lee,2025-08,2802.19,99985,435451,22115,2024-12-04
A00080,Scott Gray,2025-08,5045.64,561451,133225,58299,2022-10-31
A00458,Barry Bennett,2025-08,1671.03,988459,99678,21497,2024-08-18
A00301,James Hammond,2025-08,16485.14,127907,250310,36234,2024-07-02
A00470,Michael Sherman,2025-08,19360.22,87634,302526,159489,2024-10-03
A00203,Gail Rice,2025-08,5497.83,389626,442850,98086,2022-09-21
A00140,Vincent Park DDS,2025-08,5367.16,754668,473141,113649,2024-12-19
A00471,Stacy Reyes,2025-08,4237.01,952252,58113,49821,2023-02-05
A00443,Natalie Alvarez,2025-08,13324.02,641642,271426,81596,2024-03-12
A00155,Renee Stewart,2025-08,5340.61,241191,293728,118000,2025-05-16
A00340,Mr. Jordan Lopez,2025-08,14080.4,183654,254855,57455,2024-01-11
A00434,Maria Gardner,2025-08,10147.92,602741,132006,59285,2023-01-14
A00315,Deanna Shelton,2025-08,2082.21,252196,1996,76711,2023-02-13
A00414,John Johnson,2025-08,19319.27,87192,26891,22245,2023-09-20
A00090,Sara Taylor,2025-08,5765.01,928503,81350,28505,2023-07-31
A00131,Austin Smith,2025-08,12472.11,983232,261487,21400,2024-03-06
A00238,Kenneth Robbins,2025-08,3502.95,773380,335014,42794,2024-10-03
A00274,Kim Rodriguez,2025-08,6530.47,160832,378161,90241,2025-05-19
